P,V,A
-58.07,0.30,0.16
-58.53,-0.25,-0.10
-58.52,-0.22,-0.07
-58.52,-0.20,-0.06
-58.62,-0.29,-0.10
-58.61,-0.25,-0.08
-58.62,-0.25,-0.07
-58.36,0.07,0.08
-57.96,0.54,0.28
-58.06,0.38,0.20
-58.25,0.13,0.08
-58.69,-0.38,-0.16
-58.49,-0.12,-0.04
-58.58,-0.21,-0.07
-58.61,-0.23,-0.08
-58.65,-0.25,-0.08
-58.88,-0.49,-0.19
-58.98,-0.57,-0.22
-58.82,-0.33,-0.10
-58.84,-0.33,-0.09
-58.79,-0.24,-0.05
-58.90,-0.34,-0.09
-58.47,0.18,0.15
-58.31,0.36,0.23
-58.18,0.49,0.27
-58.59,-0.01,0.03
-58.44,0.16,0.11
-58.59,-0.02,0.02
-58.64,-0.07,-0.00
-58.63,-0.06,0.00
-58.83,-0.28,-0.10
-58.81,-0.23,-0.07
-58.67,-0.04,0.02
-58.72,-0.10,-0.01
-58.67,-0.02,0.03
-58.47,0.20,0.13
-58.39,0.28,0.16
-58.24,0.43,0.22
-58.75,-0.17,-0.07
-58.63,-0.03,0.00
-58.23,0.44,0.21
-58.05,0.61,0.28
-58.05,0.57,0.25
-57.72,0.90,0.39
-57.31,1.30,0.55
-56.82,1.77,0.74
-56.41,2.09,0.85
-56.49,1.83,0.69
-56.66,1.48,0.50
-56.58,1.44,0.46
-56.52,1.39,0.41
-56.72,1.03,0.23
-56.88,0.75,0.09
-56.45,1.15,0.27
-56.54,0.94,0.16
-56.85,0.48,-0.06
-57.26,-0.05,-0.30
-57.74,-0.62,-0.54
-57.65,-0.50,-0.46
-57.40,-0.19,-0.30
-57.96,-0.84,-0.58
-58.69,-1.64,-0.91
-59.10,-2.01,-1.04
-59.25,-2.03,-1.00
-59.14,-1.76,-0.83
-59.40,-1.93,-0.87
-59.50,-1.90,-0.81
-59.50,-1.74,-0.70
-59.80,-1.95,-0.76
-59.47,-1.41,-0.48
-59.19,-0.97,-0.26
-59.01,-0.67,-0.11
-58.60,-0.12,0.15
-58.30,0.25,0.31
-58.30,0.25,0.29
-58.76,-0.28,0.04
-58.62,-0.09,0.13
-58.43,0.15,0.23
-58.59,-0.02,0.14
-58.45,0.15,0.21
-57.93,0.76,0.48
-57.93,0.71,0.43
-58.01,0.57,0.35
-57.80,0.78,0.42
-57.73,0.81,0.42
-57.84,0.63,0.32
-57.80,0.63,0.30
-57.84,0.54,0.25
-57.30,1.11,0.50
-57.23,1.11,0.47
-57.12,1.14,0.46
-57.36,0.77,0.27
-58.63,-0.74,-0.43
-59.49,-1.68,-0.84
-59.56,-1.64,-0.78
-59.97,-1.99,-0.90
-60.40,-2.33,-1.01
-58.09,0.50,0.33
-55.41,3.55,1.70
-54.17,4.70,2.14
-55.62,2.68,1.12
-54.83,3.38,1.38
-54.30,3.71,1.47
-55.97,1.49,0.39
-57.46,-0.35,-0.47
-58.86,-1.96,-1.18
-59.50,-2.58,-1.41
-60.54,-3.59,-1.80
-61.09,-3.97,-1.88
-61.08,-3.67,-1.66
-61.62,-4.01,-1.73
-61.96,-4.08,-1.68
-62.13,-3.95,-1.54
-62.67,-4.24,-1.60
-62.55,-3.76,-1.30
-62.84,-3.76,-1.24
-63.34,-4.01,-1.29
-63.15,-3.43,-0.97
-63.19,-3.15,-0.80
-63.03,-2.68,-0.54
-62.69,-2.01,-0.21
-62.92,-2.05,-0.22
-62.93,-1.84,-0.11
-63.10,-1.82,-0.10
-63.11,-1.63,-0.01
-63.49,-1.87,-0.12
-63.78,-1.99,-0.17
-63.81,-1.80,-0.07
-63.73,-1.49,0.07
-64.01,-1.63,0.01
-63.88,-1.28,0.16
-63.87,-1.10,0.24
-63.36,-0.36,0.56
-63.19,-0.06,0.67
-62.26,1.08,1.16
-61.36,2.10,1.57
-60.91,2.51,1.68
-60.80,2.50,1.59
-60.42,2.79,1.65
-60.39,2.65,1.51
-60.03,2.89,1.54
-60.10,2.62,1.34
-60.25,2.27,1.12
-60.35,1.98,0.94
-60.40,1.78,0.80
-60.99,0.97,0.39
-61.84,-0.08,-0.10
-62.45,-0.79,-0.42
-62.60,-0.90,-0.45
-62.93,-1.21,-0.57
-63.24,-1.48,-0.66
-63.12,-1.24,-0.52
-63.27,-1.30,-0.53
-63.83,-1.84,-0.75
-64.06,-1.96,-0.77
-62.03,0.53,0.40
-62.39,0.10,0.19
-62.70,-0.25,0.02
-63.19,-0.78,-0.22
-63.63,-1.22,-0.41
-64.25,-1.82,-0.66
-64.58,-2.05,-0.74
-64.41,-1.68,-0.53
-64.40,-1.52,-0.43
-64.49,-1.47,-0.39
-64.34,-1.17,-0.24
-64.44,-1.17,-0.22
-64.24,-0.82,-0.05
-64.38,-0.88,-0.08
-64.33,-0.73,-0.01
-64.45,-0.77,-0.03
-64.29,-0.50,0.10
-64.04,-0.15,0.25
-63.81,0.17,0.38
-63.48,0.56,0.55
-63.36,0.68,0.58
-63.23,0.81,0.61
-63.09,0.93,0.63
-63.26,0.69,0.49
-63.38,0.51,0.38
-63.11,0.79,0.50
-59.73,4.25,1.86
-61.31,2.30,0.95
-60.82,2.65,1.05
-60.45,2.84,1.09
-60.69,2.41,0.85
-60.70,2.23,0.73
-60.84,1.93,0.56
-60.30,2.33,0.71
-60.15,2.30,0.67
-60.55,1.68,0.36
-60.53,1.56,0.29
-60.58,1.35,0.18
-60.43,1.37,0.18
-60.13,1.56,0.26
-59.28,2.35,0.59
-58.93,2.52,0.64
-59.57,1.58,0.20
-59.71,1.26,0.05
-60.11,0.66,-0.22
-60.11,0.56,-0.25
-60.24,0.32,-0.35
-61.05,-0.66,-0.77
-61.59,-1.27,-1.00
-61.44,-1.04,-0.85
-61.08,-0.59,-0.61
-61.31,-0.85,-0.70
-60.86,-0.31,-0.42
-60.94,-0.39,-0.44
-60.79,-0.22,-0.34
-60.86,-0.31,-0.37
-60.70,-0.13,-0.27
-60.30,0.31,-0.06
-60.01,0.60,0.08
-59.97,0.58,0.06
-60.06,0.42,-0.01
-60.19,0.22,-0.10
-60.35,-0.00,-0.20
-60.81,-0.55,-0.43
-60.73,-0.43,-0.36
-60.59,-0.26,-0.27
-60.27,0.11,-0.08
-60.48,-0.15,-0.20
-60.44,-0.10,-0.17
-60.70,-0.40,-0.30
-60.70,-0.39,-0.28
-61.16,-0.90,-0.50
-61.49,-1.21,-0.61
-62.00,-1.71,-0.81
-61.83,-1.39,-0.63
-61.76,-1.20,-0.51
-61.85,-1.21,-0.49
-62.05,-1.34,-0.53
-61.71,-0.85,-0.28
-61.66,-0.71,-0.20
-61.64,-0.62,-0.15
-60.84,0.35,0.30
-60.97,0.19,0.21
-61.18,-0.05,0.09
-61.14,0.01,0.12
-61.49,-0.39,-0.07
-61.77,-0.66,-0.19
-61.67,-0.48,-0.10
-61.17,0.14,0.18
-61.23,0.07,0.15
-61.00,0.33,0.26
-61.11,0.20,0.19
-61.03,0.28,0.21
-61.21,0.06,0.10
-61.22,0.06,0.10
-61.46,-0.22,-0.04
-61.39,-0.12,0.01
-61.14,0.19,0.15
-61.25,0.06,0.08
-61.00,0.34,0.21
-60.79,0.56,0.30
-61.05,0.23,0.13
-61.17,0.07,0.06
-61.26,-0.03,0.01
-60.50,0.84,0.41
-60.30,1.01,0.46
-60.51,0.69,0.29
-60.70,0.42,0.16
-60.73,0.35,0.12
-60.44,0.65,0.25
-60.78,0.21,0.04
-61.05,-0.12,-0.12
-60.69,0.30,0.08
-60.50,0.48,0.16
-60.37,0.59,0.20
-60.80,0.04,-0.06
-60.90,-0.08,-0.11
-61.25,-0.48,-0.29
-61.22,-0.42,-0.25
-61.55,-0.77,-0.39
-62.10,-1.34,-0.64
-61.99,-1.13,-0.51
-61.42,-0.38,-0.14
-61.09,0.03,0.05
-61.12,-0.00,0.03
-61.10,0.02,0.04
-61.41,-0.33,-0.12
-61.35,-0.24,-0.07
-61.63,-0.53,-0.20
-61.90,-0.80,-0.31
-62.02,-0.87,-0.33
-62.26,-1.07,-0.41
-61.96,-0.64,-0.19
-61.70,-0.28,-0.02
-62.20,-0.82,-0.26
-62.14,-0.68,-0.19
-62.04,-0.51,-0.10
-62.10,-0.52,-0.10
-61.97,-0.31,-0.00
-62.43,-0.81,-0.23
-62.32,-0.61,-0.13
-62.33,-0.56,-0.10
-62.48,-0.67,-0.14
-62.57,-0.71,-0.15
-62.53,-0.59,-0.09
-62.19,-0.14,0.12
-62.28,-0.21,0.08
-62.08,0.05,0.19
-62.01,0.14,0.23
-62.23,-0.11,0.10
-61.91,0.29,0.28
-62.26,-0.12,0.08
-62.35,-0.21,0.03
-62.16,0.04,0.15
-61.98,0.25,0.24
-61.36,0.96,0.55
-59.83,2.66,1.29
-57.53,5.10,2.34
-54.84,7.79,3.45
-49.89,12.87,5.60
-45.22,17.23,7.31
-39.32,22.64,9.43
-32.97,28.11,11.46
-25.53,34.40,13.77
-22.85,37.17,15.03
-18.56,40.94,16.64
-16.73,42.25,17.13
-15.21,43.21,17.45
-12.09,45.32,18.29
-8.86,47.38,19.10
-7.54,48.07,19.28
-2.57,51.10,20.34
-0.51,52.27,20.72
2.85,54.27,21.47
4.10,54.87,21.59
5.74,55.69,21.80
7.46,56.55,22.03
9.35,57.50,22.29
12.59,59.27,22.90
15.17,60.63,23.33
17.84,62.04,23.76
18.49,62.22,23.69
21.00,63.55,24.10
23.39,64.80,24.45
24.35,65.16,24.45
26.58,66.33,24.76
28.63,67.39,25.04
30.99,68.67,25.40
33.33,69.93,25.74
35.31,70.96,26.00
37.40,72.05,26.27
39.44,73.14,26.54
40.38,73.42,26.50
43.01,74.94,26.93
45.38,76.29,27.30
47.45,77.39,27.56
48.06,77.36,27.39
50.29,78.63,27.73
52.57,79.91,28.06
54.22,80.70,28.20
56.22,81.74,28.44
58.29,82.89,28.72
60.16,83.86,28.94
62.14,84.88,29.16
64.03,85.86,29.38
66.23,87.13,29.70
68.45,88.36,30.00
70.59,89.55,30.30
72.96,90.92,30.66
74.67,91.71,30.79
76.78,92.86,31.07
78.58,93.67,31.19
80.35,94.49,31.34
82.71,95.84,31.69
84.69,96.86,31.91
86.83,98.02,32.19
88.58,98.72,32.27
90.37,99.52,32.40
92.27,100.36,32.53
94.25,101.34,32.74
96.33,102.42,32.98
98.70,103.73,33.31
100.16,104.13,33.27
102.53,105.51,33.64
104.42,106.34,33.78
106.62,107.50,34.06
108.48,108.21,34.13
110.37,109.01,34.25
112.24,109.78,34.36
114.59,111.01,34.66
116.43,111.72,34.74
118.39,112.48,34.83
120.05,112.96,34.81
121.68,113.40,34.77
123.03,113.41,34.53
124.20,113.28,34.25
125.92,113.72,34.20
127.51,114.09,34.13
129.27,114.65,34.16
131.28,115.41,34.25
132.52,115.32,33.98
134.50,116.02,34.05
136.34,116.65,34.11
138.04,117.09,34.07
140.06,117.82,34.16
141.79,118.28,34.13
143.49,118.69,34.08
145.05,118.81,33.89
146.82,119.29,33.87
148.70,119.80,33.86
150.32,120.07,33.75
152.33,120.71,33.80
154.03,120.94,33.65
155.32,120.77,33.33
156.95,120.89,33.14
158.75,121.36,33.12
160.34,121.55,32.98
161.69,121.27,32.59
163.40,121.62,32.53
165.26,122.01,32.47
167.40,122.92,32.67
169.09,123.20,32.57
170.86,123.44,32.43
172.36,123.44,32.20
174.07,123.60,32.02
175.53,123.53,31.75
177.22,123.79,31.65
179.39,124.54,31.77
181.18,124.90,31.71
182.74,124.95,31.50
183.98,124.40,30.98
185.42,124.27,30.69
187.06,124.26,30.44
188.91,124.69,30.42
190.48,124.73,30.22
192.10,124.68,29.95
193.29,124.17,29.47
194.85,124.04,29.17
196.61,124.33,29.09
198.35,124.58,29.00
200.00,124.55,28.75
201.45,124.38,28.45
202.91,124.08,28.06
204.72,124.42,28.02
206.44,124.63,27.92
208.64,125.37,28.07
209.89,124.88,27.60
210.76,123.85,26.86
212.66,124.31,26.89
214.18,124.22,26.64
216.16,124.62,26.63
217.50,124.25,26.23
219.32,124.58,26.20
220.99,124.53,25.96
222.49,124.37,25.67
223.94,124.00,25.27
225.50,123.93,25.04
227.12,123.95,24.85
229.09,124.32,24.84
230.85,124.54,24.76
232.19,123.95,24.25
233.90,124.11,24.13
235.40,123.93,23.85
237.25,124.11,23.75
238.19,123.09,23.03
239.35,122.25,22.39
240.99,122.29,22.24
242.31,121.87,21.84
243.67,121.33,21.37
245.68,121.92,21.52
245.29,118.95,19.78
245.53,116.76,18.46
246.85,116.39,18.11
246.98,114.07,16.73
248.70,114.33,16.74
250.65,114.93,16.92
252.77,115.62,17.15
254.49,115.85,17.13
255.30,114.53,16.29
257.17,115.00,16.41
257.73,113.50,15.48
259.92,114.32,15.78
261.89,114.93,15.98
262.53,113.35,15.00
264.55,114.06,15.26
265.02,112.42,14.26
266.04,111.46,13.62
268.67,113.11,14.40
269.13,111.27,13.29
269.68,109.77,12.37
270.77,109.10,11.92
271.72,108.08,11.26
272.99,107.70,10.97
275.64,109.44,11.82
276.35,108.03,10.96
278.83,109.50,11.66
279.58,108.15,10.83
280.46,107.17,10.22
281.79,106.91,9.99
282.97,106.24,9.55
283.88,105.33,8.98
284.96,104.54,8.47
286.03,103.89,8.05
286.96,103.05,7.53
288.61,103.17,7.53
289.30,101.96,6.82
290.44,101.31,6.40
291.26,100.33,5.82
292.42,99.88,5.53
293.71,99.50,5.28
294.89,99.10,5.01
296.45,99.28,5.07
298.07,99.55,5.18
299.28,99.19,4.94
300.91,99.34,4.98
302.30,99.26,4.90
303.50,98.88,4.65
305.05,98.91,4.62
306.25,98.54,4.39
305.95,95.68,2.79
306.36,94.13,1.92
308.24,94.89,2.32
310.24,95.67,2.73
310.89,94.50,2.07
312.33,94.42,2.01
313.54,94.12,1.83
314.15,92.91,1.15
314.59,91.28,0.25
315.25,90.20,-0.34
315.74,88.68,-1.17
316.47,87.73,-1.68
317.04,86.55,-2.31
318.04,85.91,-2.63
319.08,85.48,-2.85
319.91,84.74,-3.23
321.22,84.62,-3.27
321.90,83.64,-3.77
323.02,83.25,-3.96
324.15,83.00,-4.06
325.24,82.70,-4.19
326.22,82.09,-4.49
327.35,81.87,-4.57
328.76,81.96,-4.48
330.40,82.52,-4.14
331.79,82.71,-4.00
333.13,82.67,-3.99
334.15,82.26,-4.18
335.24,81.84,-4.38
336.44,81.74,-4.39
337.63,81.61,-4.43
339.24,82.03,-4.16
340.65,82.24,-4.01
341.81,81.93,-4.15
343.39,82.42,-3.84
344.69,82.47,-3.78
346.23,82.75,-3.59
347.43,82.64,-3.63
348.65,82.55,-3.65
350.32,83.04,-3.35
351.71,83.21,-3.22
352.99,83.08,-3.27
354.09,82.82,-3.38
355.46,82.96,-3.28
356.82,82.95,-3.25
358.14,83.03,-3.18
359.41,82.89,-3.23
360.76,83.01,-3.14
361.94,82.86,-3.20
363.24,82.77,-3.22
364.20,82.27,-3.47
365.59,82.33,-3.40
366.98,82.53,-3.26
367.93,82.04,-3.51
369.00,81.60,-3.72
370.10,81.35,-3.83
371.28,81.23,-3.86
372.60,81.32,-3.78
373.53,80.81,-4.03
374.45,80.17,-4.35
375.64,80.08,-4.36
376.77,79.91,-4.41
378.07,79.87,-4.40
379.38,79.98,-4.30
380.71,80.00,-4.26
381.95,80.00,-4.22
383.39,80.31,-4.01
384.33,79.69,-4.32
385.37,79.39,-4.45
386.74,79.48,-4.36
387.69,79.03,-4.57
389.22,79.38,-4.34
390.65,79.57,-4.20
391.40,78.80,-4.59
392.51,78.49,-4.72
393.97,78.87,-4.46
394.87,78.36,-4.71
396.26,78.49,-4.60
397.26,78.15,-4.74
398.61,78.37,-4.59
399.94,78.40,-4.53
401.25,78.55,-4.41
402.53,78.52,-4.38
403.44,78.02,-4.62
404.30,77.47,-4.89
405.04,76.60,-5.32
406.08,76.36,-5.41
407.58,76.71,-5.17
408.58,76.40,-5.30
409.83,76.48,-5.21
411.05,76.39,-5.21
412.20,76.32,-5.21
413.47,76.32,-5.17
414.43,75.95,-5.33
415.40,75.61,-5.47
416.78,75.79,-5.32
417.63,75.26,-5.57
418.81,75.13,-5.60
419.73,74.73,-5.77
420.81,74.57,-5.81
421.65,73.91,-6.12
422.74,73.80,-6.13
423.70,73.47,-6.26
425.15,73.82,-6.01
426.35,73.86,-5.94
427.00,72.93,-6.40
427.95,72.61,-6.53
428.97,72.41,-6.58
430.19,72.40,-6.53
431.39,72.49,-6.43
432.34,72.05,-6.61
432.99,71.27,-6.99
433.85,70.84,-7.16
434.89,70.57,-7.25
435.95,70.48,-7.24
437.15,70.48,-7.18
438.10,70.20,-7.27
438.97,69.79,-7.44
439.95,69.46,-7.55
440.84,69.11,-7.68
441.61,68.59,-7.91
442.65,68.48,-7.90
443.67,68.36,-7.90
444.67,68.09,-7.98
445.48,67.63,-8.17
446.47,67.47,-8.19
447.60,67.42,-8.14
448.58,67.26,-8.17
449.70,67.19,-8.13
450.81,67.24,-8.04
451.99,67.38,-7.89
452.97,67.10,-7.98
453.99,67.01,-7.96
455.21,67.12,-7.83
455.99,66.64,-8.03
456.91,66.40,-8.10
457.93,66.20,-8.14
458.91,66.07,-8.14
459.74,65.57,-8.34
460.85,65.65,-8.23
461.78,65.44,-8.28
462.84,65.33,-8.27
464.05,65.57,-8.06
464.55,64.70,-8.48
465.53,64.46,-8.53
466.34,64.09,-8.67
467.56,64.26,-8.50
468.74,64.49,-8.30
469.43,63.92,-8.55
470.52,63.90,-8.48
471.70,64.11,-8.30
472.93,64.31,-8.12
473.77,63.99,-8.22
474.53,63.55,-8.40
475.29,63.01,-8.62
476.39,63.13,-8.48
477.05,62.44,-8.79
477.86,62.11,-8.90
478.63,61.73,-9.03
479.55,61.48,-9.09
480.66,61.64,-8.93
481.50,61.26,-9.06
482.63,61.46,-8.87
483.62,61.44,-8.81
484.72,61.49,-8.71
485.37,60.92,-8.95
485.95,60.27,-9.23
486.81,59.95,-9.33
487.61,59.67,-9.41
488.39,59.24,-9.56
489.21,58.98,-9.62
489.90,58.53,-9.79
491.18,58.93,-9.48
492.02,58.72,-9.52
492.50,57.83,-9.93
493.38,57.71,-9.91
494.05,57.26,-10.08
495.03,57.20,-10.02
496.02,57.26,-9.91
496.54,56.47,-10.26
497.30,56.18,-10.33
498.18,56.09,-10.30
499.12,56.00,-10.25
500.11,56.08,-10.13
500.97,55.95,-10.11
501.51,55.34,-10.36
502.35,55.21,-10.35
502.94,54.57,-10.61
503.89,54.63,-10.49
504.80,54.61,-10.41
505.79,54.63,-10.31
506.72,54.65,-10.21
507.62,54.52,-10.20
508.48,54.44,-10.16
509.75,55.01,-9.76
510.44,54.56,-9.92
510.78,53.65,-10.34
511.71,53.60,-10.28
512.80,53.90,-10.03
513.47,53.54,-10.14
514.07,52.97,-10.36
515.09,53.17,-10.17
515.80,52.78,-10.29
516.53,52.53,-10.35
517.16,52.13,-10.48
518.03,52.02,-10.45
518.71,51.71,-10.54
519.33,51.31,-10.67
520.15,51.14,-10.67
521.11,51.28,-10.50
521.64,50.66,-10.75
522.00,49.86,-11.10
522.82,49.81,-11.04
523.56,49.56,-11.08
524.40,49.54,-11.00
525.19,49.36,-11.00
525.77,48.94,-11.14
526.40,48.62,-11.23
527.28,48.60,-11.14
527.97,48.37,-11.17
528.95,48.53,-10.99
529.71,48.42,-10.96
530.40,48.19,-10.99
531.28,48.19,-10.89
531.95,47.95,-10.94
532.35,47.20,-11.26
532.91,46.79,-11.39
533.69,46.74,-11.32
534.41,46.53,-11.34
535.28,46.62,-11.19
536.20,46.80,-11.00
536.64,46.15,-11.27
537.64,46.46,-11.00
538.27,46.12,-11.09
538.94,45.91,-11.11
539.45,45.46,-11.27
540.21,45.34,-11.24
540.95,45.26,-11.19
541.40,44.65,-11.42
542.00,44.37,-11.48
542.82,44.45,-11.35
543.45,44.14,-11.41
544.22,44.14,-11.32
544.91,43.94,-11.33
545.12,43.06,-11.73
545.78,42.91,-11.71
546.57,42.89,-11.62
547.18,42.66,-11.65
547.85,42.54,-11.62
548.78,42.82,-11.37
549.53,42.82,-11.28
550.28,42.75,-11.21
550.95,42.62,-11.19
551.73,42.68,-11.07
552.53,42.69,-10.96
553.21,42.58,-10.93
553.84,42.34,-10.97
554.45,42.06,-11.03
555.09,41.99,-10.98
555.63,41.60,-11.10
556.22,41.38,-11.13
556.68,40.89,-11.30
557.35,40.81,-11.25
557.74,40.29,-11.44
558.21,39.83,-11.60
558.90,39.81,-11.51
559.42,39.45,-11.61
559.98,39.21,-11.64
560.28,38.59,-11.89
560.74,38.15,-12.02
561.26,37.89,-12.07
561.79,37.66,-12.10
562.57,37.74,-11.95
563.11,37.53,-11.96
563.62,37.19,-12.05
564.21,37.06,-12.02
564.71,36.80,-12.06
565.22,36.49,-12.13
565.72,36.23,-12.17
566.40,36.19,-12.08
566.97,36.07,-12.05
567.58,35.99,-12.00
568.12,35.74,-12.03
568.63,35.53,-12.05
569.37,35.60,-11.90
569.77,35.22,-12.01
570.36,35.14,-11.95
570.61,34.46,-12.23
571.14,34.30,-12.21
571.83,34.33,-12.09
572.33,34.12,-12.10
573.03,34.24,-11.94
573.68,34.21,-11.85
574.37,34.31,-11.69
574.99,34.32,-11.60
575.62,34.26,-11.53
576.02,33.90,-11.62
576.38,33.43,-11.78
576.84,33.18,-11.82
577.44,33.17,-11.73
577.90,32.88,-11.78
578.14,32.30,-12.01
578.86,32.44,-11.83
579.28,32.15,-11.89
579.94,32.26,-11.73
580.61,32.32,-11.59
580.91,31.85,-11.76
581.51,31.81,-11.67
582.06,31.76,-11.61
582.46,31.46,-11.67
582.98,31.30,-11.66
583.63,31.42,-11.50
584.00,31.09,-11.59
584.52,30.99,-11.54
584.81,30.55,-11.69
585.33,30.41,-11.66
585.56,29.89,-11.86
585.83,29.43,-12.01
586.18,29.05,-12.11
586.54,28.75,-12.18
587.15,28.80,-12.05
587.73,28.85,-11.91
588.30,28.89,-11.79
588.77,28.73,-11.78
589.12,28.42,-11.85
589.54,28.17,-11.89
590.05,28.14,-11.81
590.55,28.09,-11.74
590.81,27.60,-11.90
591.35,27.62,-11.79
591.94,27.66,-11.66
592.27,27.36,-11.74
592.72,27.26,-11.70
593.12,27.00,-11.73
593.35,26.56,-11.88
593.74,26.37,-11.89
594.38,26.52,-11.70
594.59,26.06,-11.86
594.98,25.82,-11.88
595.51,25.88,-11.75
596.03,25.91,-11.64
596.26,25.44,-11.79
596.72,25.38,-11.73
597.12,25.18,-11.74
597.43,24.90,-11.79
597.83,24.77,-11.77
598.21,24.55,-11.78
598.80,24.74,-11.59
599.35,24.80,-11.45
599.68,24.57,-11.48
600.01,24.34,-11.51
600.29,23.97,-11.61
600.57,23.67,-11.68
600.69,23.09,-11.90
600.81,22.54,-12.10
601.20,22.46,-12.05
601.67,22.43,-11.96
602.05,22.32,-11.92
602.47,22.28,-11.84
602.58,21.70,-12.06
603.00,21.68,-11.97
603.32,21.44,-12.00
603.43,20.94,-12.18
603.89,20.99,-12.05
604.21,20.77,-12.06
604.51,20.58,-12.07
604.75,20.24,-12.15
605.06,20.07,-12.14
605.32,19.83,-12.17
605.84,19.95,-12.00
606.20,19.87,-11.95
606.61,19.82,-11.87
606.64,19.23,-12.09
606.93,19.05,-12.09
607.12,18.69,-12.19
607.51,18.67,-12.10
607.86,18.60,-12.03
608.29,18.67,-11.90
608.90,19.00,-11.62
609.14,18.71,-11.67
609.67,18.94,-11.45
609.96,18.78,-11.44
610.17,18.45,-11.52
610.42,18.25,-11.54
610.72,18.08,-11.53
611.05,17.99,-11.48
611.27,17.74,-11.53
611.53,17.53,-11.54
611.77,17.32,-11.57
612.27,17.49,-11.37
612.58,17.39,-11.33
612.73,17.05,-11.42
612.85,16.63,-11.55
613.18,16.58,-11.48
613.36,16.27,-11.56
613.36,15.71,-11.77
613.25,14.99,-12.07
613.73,15.18,-11.86
614.13,15.28,-11.70
614.14,14.76,-11.89
614.58,14.89,-11.72
614.78,14.69,-11.73
614.67,13.96,-12.03
615.00,13.96,-11.93
615.25,13.85,-11.89
615.90,14.34,-11.51
616.13,14.20,-11.50
616.60,14.40,-11.29
616.72,14.08,-11.37
616.85,13.78,-11.44
617.14,13.71,-11.38
617.43,13.67,-11.30
617.49,13.26,-11.43
617.70,13.10,-11.42
617.98,13.06,-11.35
617.95,12.50,-11.56
618.23,12.48,-11.48
618.34,12.15,-11.56
618.68,12.24,-11.42
618.91,12.13,-11.38
618.90,11.62,-11.56
619.30,11.82,-11.36
619.55,11.76,-11.30
619.46,11.14,-11.53
619.72,11.12,-11.45
619.84,10.84,-11.50
619.89,10.50,-11.60
620.09,10.39,-11.56
620.23,10.17,-11.58
620.37,9.98,-11.59
620.57,9.86,-11.56
620.79,9.79,-11.49
620.95,9.65,-11.48
620.96,9.24,-11.60
621.10,9.07,-11.60
621.22,8.85,-11.62
621.37,8.70,-11.61
621.31,8.22,-11.77
621.45,8.05,-11.76
621.68,8.05,-11.67
621.69,7.72,-11.76
621.93,7.73,-11.65
622.03,7.53,-11.67
622.31,7.59,-11.53
622.35,7.31,-11.59
622.60,7.37,-11.46
622.80,7.31,-11.39
623.20,7.60,-11.14
623.32,7.42,-11.14
623.52,7.40,-11.06
623.66,7.27,-11.04
623.80,7.13,-11.02
624.07,7.23,-10.87
624.09,6.91,-10.95
624.24,6.81,-10.91
624.40,6.74,-10.86
624.80,7.04,-10.61
624.83,6.77,-10.67
624.86,6.48,-10.73
624.98,6.35,-10.72
625.16,6.33,-10.64
624.97,5.69,-10.89
625.06,5.54,-10.89
625.53,6.00,-10.55
625.56,5.72,-10.61
625.61,5.50,-10.64
625.46,4.95,-10.85
625.41,4.59,-10.95
625.33,4.20,-11.08
625.39,4.01,-11.09
625.62,4.12,-10.93
623.89,1.09,-12.51
624.39,1.68,-12.08
624.68,1.92,-11.85
624.96,2.12,-11.64
625.34,2.51,-11.33
625.56,2.61,-11.17
624.31,0.40,-12.29
624.42,0.39,-12.20
624.55,0.39,-12.09
624.69,0.42,-11.97
624.91,0.57,-11.78
625.25,0.92,-11.50
625.55,1.19,-11.25
625.90,1.55,-10.95
625.97,1.46,-10.91
625.98,1.28,-10.92
626.13,1.31,-10.81
626.26,1.32,-10.71
626.09,0.86,-10.87
625.63,-0.06,-11.29
625.58,-0.30,-11.33
626.04,0.26,-10.92
626.28,0.46,-10.72
626.07,-0.05,-10.91
626.23,0.05,-10.76
626.37,0.11,-10.64
626.51,0.16,-10.52
626.63,0.19,-10.42
625.26,-2.17,-11.62
623.73,-4.70,-12.92
624.19,-4.06,-12.46
624.41,-3.79,-12.20
624.72,-3.39,-11.88
624.91,-3.20,-11.68
623.54,-5.45,-12.82
622.36,-7.35,-13.76
621.31,-9.04,-14.57
621.93,-8.08,-13.92
621.05,-9.48,-14.58
620.62,-10.14,-14.81
621.48,-8.77,-13.94
622.08,-7.81,-13.29
622.65,-6.93,-12.69
623.30,-5.93,-12.03
622.28,-7.58,-12.84
622.92,-6.57,-12.18
621.63,-8.66,-13.22
620.68,-10.14,-13.93
621.60,-8.66,-13.00
622.27,-7.59,-12.29
621.18,-9.31,-13.13
620.36,-10.59,-13.72
621.17,-9.26,-12.88
620.14,-10.85,-13.65
619.42,-11.94,-14.13
620.39,-10.33,-13.13
621.12,-9.13,-12.36
620.22,-10.52,-13.01
619.01,-12.38,-13.93
619.57,-11.39,-13.26
620.18,-10.36,-12.58
620.69,-9.49,-12.00
621.30,-8.47,-11.33
621.27,-8.48,-11.25
621.68,-7.80,-10.77
621.96,-7.32,-10.42
622.20,-6.93,-10.12
621.89,-7.40,-10.29
622.02,-7.18,-10.08
621.82,-7.48,-10.16
621.71,-7.62,-10.15
621.75,-7.53,-10.02
621.55,-7.82,-10.09
621.63,-7.64,-9.91
621.18,-8.32,-10.20
621.07,-8.46,-10.19
