Time [s],Time Change [s],Baro_P [m],Kalman_P [m],Kalman_V [m/s],Kalman_A [m/s^2],Kalman_Gain_P,Kalman_Uncertainty_P
8654,0.0280,160.89,460.24,67.51,2.40,0.03451,0.01726
8675,0.0210,21.73,446.49,57.33,0.23,0.03448,0.01724
8695,0.0200,21.73,432.98,47.46,-1.86,0.03440,0.01720
8715,0.0200,21.73,419.79,37.89,-3.87,0.03432,0.01716
8737,0.0220,21.73,406.92,28.58,-5.82,0.03433,0.01717
8758,0.0210,8.01,393.82,19.23,-7.77,0.03430,0.01715
8778,0.0200,8.01,380.98,10.18,-9.65,0.03423,0.01711
8798,0.0200,8.01,368.44,1.42,-11.45,0.03416,0.01708
8820,0.0220,8.01,356.15,-7.12,-13.20,0.03418,0.01709
8846,0.0260,3.39,343.84,-15.62,-14.92,0.03437,0.01719
8866,0.0200,3.39,331.86,-23.76,-16.56,0.03430,0.01715
8886,0.0200,3.39,320.16,-31.63,-18.15,0.03422,0.01711
8908,0.0220,3.39,308.64,-39.30,-19.67,0.03424,0.01712
8929,0.0210,1.82,297.34,-46.75,-21.15,0.03421,0.01710
8949,0.0200,1.82,286.34,-53.92,-22.56,0.03413,0.01707
8969,0.0200,1.82,275.61,-60.85,-23.92,0.03406,0.01703
8991,0.0220,1.82,264.97,-67.60,-25.22,0.03409,0.01704
9012,0.0210,1.40,254.62,-74.12,-26.48,0.03406,0.01703
9032,0.0200,1.40,244.58,-80.38,-27.67,0.03399,0.01700
9059,0.0270,1.40,234.14,-86.67,-28.83,0.03424,0.01712
9081,0.0220,1.40,224.32,-92.61,-29.94,0.03425,0.01713
9102,0.0210,0.91,214.79,-98.32,-31.00,0.03422,0.01711
9122,0.0200,0.91,205.59,-103.79,-32.01,0.03415,0.01707
9142,0.0200,0.91,196.60,-109.05,-32.97,0.03407,0.01704
9164,0.0220,0.91,187.60,-114.19,-33.89,0.03409,0.01705
9185,0.0210,0.41,178.90,-119.11,-34.76,0.03407,0.01703
9205,0.0200,0.41,170.53,-123.81,-35.60,0.03400,0.01700
9225,0.0200,0.41,162.36,-128.33,-36.39,0.03393,0.01696
9252,0.0270,0.41,153.46,-132.94,-37.14,0.03417,0.01709
9273,0.0210,0.58,145.54,-137.14,-37.85,0.03414,0.01707
9293,0.0200,0.58,137.94,-141.14,-38.52,0.03407,0.01703
9313,0.0200,0.58,130.54,-144.97,-39.16,0.03400,0.01700
9335,0.0220,0.58,123.03,-148.71,-39.75,0.03402,0.01701
9356,0.0210,1.40,115.87,-152.24,-40.31,0.03399,0.01700
9376,0.0200,1.40,109.04,-155.57,-40.83,0.03393,0.01696
9396,0.0200,1.40,102.38,-158.75,-41.32,0.03386,0.01693
9418,0.0220,1.40,95.57,-161.86,-41.77,0.03388,0.01694
9446,0.0280,1.40,87.96,-165.08,-42.20,0.03417,0.01709
9466,0.0200,1.40,81.81,-167.82,-42.59,0.03410,0.01705
9486,0.0200,1.40,75.83,-170.42,-42.95,0.03402,0.01701
9508,0.0220,1.40,69.66,-172.97,-43.28,0.03404,0.01702
9529,0.0210,1.57,63.83,-175.34,-43.58,0.03401,0.01701
9549,0.0200,1.57,58.32,-177.54,-43.86,0.03394,0.01697
9569,0.0200,1.57,52.96,-179.62,-44.10,0.03388,0.01694
9591,0.0220,1.57,47.39,-181.66,-44.32,0.03390,0.01695
9612,0.0210,2.56,42.17,-183.52,-44.51,0.03387,0.01694
9637,0.0250,2.56,36.38,-185.43,-44.68,0.03403,0.01701
9657,0.0200,2.56,31.64,-187.00,-44.82,0.03396,0.01698
9679,0.0220,2.56,26.67,-188.55,-44.93,0.03398,0.01699
9700,0.0210,4.38,22.08,-189.91,-45.02,0.03395,0.01697
9720,0.0200,4.38,17.80,-191.13,-45.08,0.03388,0.01694
9740,0.0200,4.38,13.64,-192.24,-45.13,0.03381,0.01691
9762,0.0220,4.38,9.23,-193.35,-45.15,0.03384,0.01692
9783,0.0210,5.28,5.17,-194.29,-45.15,0.03382,0.01691
9803,0.0200,5.28,1.41,-195.11,-45.13,0.03375,0.01688
9823,0.0200,5.28,-2.24,-195.84,-45.10,0.03369,0.01684
9851,0.0280,5.28,-7.30,-196.80,-45.03,0.03398,0.01699
9872,0.0210,2.31,-10.98,-197.44,-44.97,0.03395,0.01698
9892,0.0200,2.31,-14.35,-197.95,-44.89,0.03388,0.01694
9912,0.0200,2.31,-17.62,-198.38,-44.80,0.03381,0.01691
9934,0.0220,2.31,-21.17,-198.82,-44.69,0.03384,0.01692
9955,0.0210,2.64,-24.41,-199.13,-44.56,0.03381,0.01691
9975,0.0200,2.64,-27.36,-199.33,-44.41,0.03375,0.01687
9995,0.0200,2.64,-30.21,-199.45,-44.26,0.03369,0.01684
10017,0.0220,2.64,-33.35,-199.59,-44.09,0.03371,0.01686
10043,0.0260,5.04,-37.07,-199.76,-43.89,0.03391,0.01696
10063,0.0200,5.04,-39.52,-199.60,-43.68,0.03384,0.01692
10083,0.0200,5.04,-41.88,-199.38,-43.46,0.03378,0.01689
10105,0.0220,5.04,-44.54,-199.18,-43.22,0.03380,0.01690
10126,0.0210,3.47,-46.97,-198.92,-42.98,0.03378,0.01689
10146,0.0200,3.47,-49.12,-198.56,-42.73,0.03371,0.01686
10166,0.0200,3.47,-51.20,-198.15,-42.48,0.03365,0.01683
10188,0.0220,3.47,-53.58,-197.77,-42.21,0.03368,0.01684
10209,0.0210,6.44,-55.58,-197.22,-41.92,0.03366,0.01683
10236,0.0270,6.44,-58.64,-196.83,-41.61,0.03390,0.01695
10256,0.0200,6.44,-60.25,-196.12,-41.29,0.03383,0.01692
10278,0.0220,6.44,-62.17,-195.43,-40.97,0.03385,0.01693
10299,0.0210,5.70,-63.85,-194.67,-40.64,0.03383,0.01691
10319,0.0200,5.70,-65.27,-193.84,-40.31,0.03376,0.01688
10339,0.0200,5.70,-66.63,-192.97,-39.97,0.03370,0.01685
10361,0.0220,5.70,-68.30,-192.14,-39.62,0.03372,0.01686
10382,0.0210,8.75,-69.61,-191.16,-39.25,0.03370,0.01685
10402,0.0200,8.75,-70.68,-190.11,-38.88,0.03364,0.01682
10427,0.0250,8.75,-72.60,-189.19,-38.50,0.03380,0.01690
10449,0.0220,8.75,-73.88,-188.12,-38.11,0.03382,0.01691
10470,0.0210,10.32,-74.86,-186.94,-37.71,0.03379,0.01690
10490,0.0200,10.32,-75.60,-185.71,-37.30,0.03373,0.01686
10510,0.0200,10.32,-76.31,-184.45,-36.90,0.03366,0.01683
10532,0.0220,10.32,-77.32,-183.24,-36.49,0.03369,0.01684
10553,0.0210,21.32,-77.72,-181.72,-36.03,0.03367,0.01683
10573,0.0200,21.32,-77.92,-180.15,-35.56,0.03361,0.01680
10593,0.0200,21.32,-78.08,-178.58,-35.10,0.03355,0.01677
10621,0.0280,21.32,-79.56,-177.22,-34.63,0.03384,0.01692
10642,0.0210,33.57,-79.33,-175.33,-34.10,0.03381,0.01691
10662,0.0200,33.57,-78.92,-173.40,-33.57,0.03374,0.01687
10682,0.0200,33.57,-78.49,-171.49,-33.05,0.03368,0.01684
10704,0.0220,33.57,-78.37,-169.63,-32.53,0.03370,0.01685
10725,0.0210,64.17,-77.01,-167.05,-31.87,0.03368,0.01684
10745,0.0200,64.17,-75.50,-164.47,-31.22,0.03362,0.01681
10765,0.0200,64.17,-74.00,-161.92,-30.58,0.03356,0.01678
10792,0.0270,64.17,-73.56,-159.55,-29.93,0.03380,0.01690
10813,0.0210,362.36,-62.08,-150.34,-27.95,0.03378,0.01689
10833,0.0200,362.36,-50.68,-141.36,-26.02,0.03371,0.01686
10853,0.0200,362.36,-39.52,-132.61,-24.15,0.03365,0.01682
10875,0.0220,362.36,-28.81,-124.12,-22.33,0.03367,0.01684
10896,0.0210,786.87,-3.89,-106.36,-18.65,0.03365,0.01683
10916,0.0200,786.87,20.62,-89.10,-15.10,0.03359,0.01680
10936,0.0200,786.87,44.58,-72.37,-11.66,0.03353,0.01677
10958,0.0220,786.87,67.95,-56.11,-8.33,0.03356,0.01678
10986,0.0280,892.98,94.36,-37.80,-4.60,0.03385,0.01692
11006,0.0200,892.98,120.60,-20.01,-0.99,0.03378,0.01689
11026,0.0200,892.98,146.25,-2.78,2.48,0.03371,0.01686
11048,0.0220,892.98,171.38,13.95,5.84,0.03373,0.01687
11069,0.0210,936.10,197.44,31.13,9.28,0.03371,0.01685
11089,0.0200,936.10,222.90,47.75,12.58,0.03365,0.01682
11109,0.0200,936.10,247.78,63.82,15.77,0.03358,0.01679
11131,0.0220,936.10,272.27,79.43,18.84,0.03361,0.01680
11152,0.0210,723.54,289.05,89.82,20.85,0.03359,0.01680
11177,0.0250,723.54,305.88,100.00,22.80,0.03375,0.01687
11197,0.0200,723.54,321.89,109.71,24.66,0.03368,0.01684
11219,0.0220,723.54,337.76,119.16,26.45,0.03370,0.01685
11240,0.0210,879.13,358.42,131.72,28.87,0.03368,0.01684
11260,0.0200,879.13,378.48,143.82,31.18,0.03362,0.01681
11280,0.0200,879.13,398.06,155.48,33.40,0.03356,0.01678
11302,0.0220,879.13,417.53,166.82,35.53,0.03358,0.01679
11323,0.0210,1095.81,443.69,182.54,38.54,0.03356,0.01678
11343,0.0200,1095.81,469.08,197.67,41.43,0.03351,0.01675
11370,0.0270,1095.81,495.40,212.66,44.22,0.03375,0.01687
11392,0.0220,1095.81,520.20,226.95,46.89,0.03377,0.01688
11413,0.0210,935.92,538.85,237.11,48.74,0.03374,0.01687
11433,0.0200,935.92,556.81,246.82,50.49,0.03368,0.01684
11453,0.0200,935.92,574.33,256.14,52.16,0.03361,0.01681
11475,0.0220,935.92,591.96,265.20,53.75,0.03364,0.01682
11496,0.0210,1016.78,611.63,275.65,55.62,0.03362,0.01681
11516,0.0200,1016.78,630.57,285.62,57.40,0.03356,0.01678
11536,0.0200,1016.78,649.03,295.19,59.09,0.03350,0.01675
11571,0.0350,1016.78,671.58,305.33,60.71,0.03409,0.01704
11592,0.0210,922.55,686.34,312.12,61.82,0.03405,0.01703
11612,0.0200,922.55,700.40,318.53,62.85,0.03397,0.01699
11632,0.0200,922.55,714.10,324.62,63.83,0.03390,0.01695
11654,0.0220,922.55,728.08,330.54,64.73,0.03391,0.01696
11675,0.0210,1159.28,749.41,341.41,66.64,0.03388,0.01694
11695,0.0200,1159.28,769.88,351.74,68.45,0.03381,0.01690
11715,0.0200,1159.28,789.83,361.63,70.15,0.03374,0.01687
11737,0.0220,1159.28,810.00,371.24,71.77,0.03376,0.01688
11774,0.0370,919.75,827.09,376.08,72.21,0.03443,0.01721
11794,0.0200,919.75,837.55,379.46,72.60,0.03434,0.01717
11814,0.0200,919.75,847.71,382.61,72.94,0.03425,0.01712
11836,0.0220,919.75,858.32,385.65,73.23,0.03425,0.01712
11857,0.0210,934.20,868.76,388.72,73.53,0.03420,0.01710
11877,0.0200,934.20,878.51,391.49,73.79,0.03412,0.01706
11897,0.0200,934.20,887.98,394.04,74.01,0.03403,0.01702
11919,0.0220,934.20,897.95,396.51,74.18,0.03404,0.01702
11940,0.0210,982.58,908.89,399.78,74.52,0.03400,0.01700
11974,0.0340,982.58,924.60,403.69,74.80,0.03453,0.01727
11994,0.0200,982.58,934.40,406.32,75.02,0.03443,0.01722
12016,0.0220,982.58,944.71,408.86,75.20,0.03443,0.01721
12037,0.0210,984.85,954.40,411.16,75.35,0.03437,0.01719
12057,0.0200,984.85,963.40,413.17,75.45,0.03428,0.01714
12077,0.0200,984.85,972.13,414.97,75.51,0.03419,0.01709
12099,0.0220,984.85,981.40,416.72,75.52,0.03419,0.01709
12120,0.0210,1137.03,995.18,421.61,76.19,0.03414,0.01707
12140,0.0200,1137.03,1008.17,426.12,76.78,0.03406,0.01703
12167,0.0270,1137.03,1023.72,430.85,77.32,0.03428,0.01714
12189,0.0220,1137.03,1036.78,434.89,77.79,0.03427,0.01714
12210,0.0210,1209.58,1051.53,440.21,78.53,0.03422,0.01711
12230,0.0200,1209.58,1065.44,445.14,79.20,0.03413,0.01707
12250,0.0200,1209.58,1078.96,449.75,79.80,0.03405,0.01702
12272,0.0220,1209.58,1092.99,454.21,80.35,0.03405,0.01702
12293,0.0210,1067.93,1101.37,455.12,80.19,0.03401,0.01700
12313,0.0200,1067.93,1109.04,455.78,80.00,0.03393,0.01696
12333,0.0200,1067.93,1116.47,456.26,79.78,0.03385,0.01692
12360,0.0270,1067.93,1126.75,457.05,79.50,0.03407,0.01704
12381,0.0210,560.44,1116.76,445.83,76.92,0.03403,0.01701
12401,0.0200,560.44,1106.51,434.76,74.40,0.03395,0.01697
12421,0.0200,560.44,1096.43,423.91,71.92,0.03387,0.01693
12443,0.0220,560.44,1087.30,413.36,69.49,0.03387,0.01694
12464,0.0210,559.13,1077.83,402.88,67.10,0.03384,0.01692
12484,0.0200,559.13,1068.12,392.55,64.76,0.03376,0.01688
12504,0.0200,559.13,1058.57,382.42,62.47,0.03369,0.01684
12526,0.0220,559.13,1049.88,372.56,60.22,0.03370,0.01685
12554,0.0280,210.89,1031.47,355.27,56.42,0.03397,0.01699
12574,0.0200,210.89,1010.54,337.97,52.73,0.03389,0.01695
12594,0.0200,210.89,990.04,321.11,49.14,0.03382,0.01691
12616,0.0220,210.89,970.52,304.72,45.65,0.03383,0.01691
12637,0.0210,29.51,944.91,284.65,41.44,0.03379,0.01690
12657,0.0200,29.51,919.56,265.09,37.35,0.03372,0.01686
12677,0.0200,29.51,894.74,246.07,33.39,0.03365,0.01682
12699,0.0220,29.51,870.85,227.57,29.54,0.03366,0.01683
12720,0.0210,20.41,846.87,209.30,25.76,0.03364,0.01682
12745,0.0250,20.41,824.02,191.49,22.06,0.03378,0.01689
12765,0.0200,20.41,800.64,174.06,18.49,0.03371,0.01685
12787,0.0220,20.41,778.03,157.10,15.01,0.03372,0.01686
12808,0.0210,17.43,755.60,140.51,11.63,0.03369,0.01685
12828,0.0200,17.43,733.49,124.38,8.35,0.03362,0.01681
12848,0.0200,17.43,711.87,108.72,5.18,0.03355,0.01678
12870,0.0220,17.43,690.87,93.48,2.11,0.03357,0.01679
12891,0.0210,16.61,670.15,78.63,-0.87,0.03355,0.01678
12911,0.0200,16.61,649.78,64.21,-3.75,0.03349,0.01674
12951,0.0400,16.61,630.55,49.69,-6.63,0.03428,0.01714
12973,0.0220,16.61,610.56,35.64,-9.41,0.03428,0.01714
12994,0.0210,15.53,590.91,22.01,-12.10,0.03423,0.01712
13014,0.0200,15.53,571.69,8.82,-14.69,0.03414,0.01707
13034,0.0200,15.53,552.92,-3.94,-17.19,0.03405,0.01703
13056,0.0220,15.53,534.53,-16.36,-19.60,0.03406,0.01703
13077,0.0210,11.07,516.39,-28.47,-21.94,0.03402,0.01701
13097,0.0200,11.07,498.69,-40.17,-24.19,0.03393,0.01697
13117,0.0200,11.07,481.40,-51.48,-26.36,0.03385,0.01693
13144,0.0270,11.07,464.02,-62.71,-28.46,0.03408,0.01704
13165,0.0210,12.06,447.36,-73.39,-30.48,0.03404,0.01702
13185,0.0200,12.06,431.15,-83.68,-32.41,0.03395,0.01698
13205,0.0200,12.06,415.33,-93.62,-34.27,0.03387,0.01694
13227,0.0220,12.06,399.67,-103.30,-36.06,0.03388,0.01694
13248,0.0210,18.18,384.66,-112.49,-37.74,0.03385,0.01692
13268,0.0200,18.18,370.10,-121.32,-39.36,0.03377,0.01688
13288,0.0200,18.18,355.89,-129.83,-40.90,0.03369,0.01685
13310,0.0220,18.18,341.74,-138.14,-42.39,0.03371,0.01685
13338,0.0280,21.73,327.11,-146.39,-43.80,0.03398,0.01699
13358,0.0200,21.73,313.92,-154.00,-45.15,0.03390,0.01695
13378,0.0200,21.73,301.06,-161.33,-46.43,0.03382,0.01691
13400,0.0220,21.73,288.17,-168.47,-47.66,0.03383,0.01692
13421,0.0210,24.22,275.82,-175.25,-48.81,0.03380,0.01690
13441,0.0200,24.22,263.94,-181.72,-49.91,0.03372,0.01686
13461,0.0200,24.22,252.35,-187.93,-50.95,0.03365,0.01682
13483,0.0220,24.22,240.66,-194.00,-51.94,0.03367,0.01683
13504,0.0210,27.19,229.53,-199.72,-52.86,0.03364,0.01682
13529,0.0250,27.19,217.86,-205.42,-53.74,0.03378,0.01689
13549,0.0200,27.19,207.45,-210.62,-54.57,0.03371,0.01685
13571,0.0220,27.19,196.88,-215.71,-55.34,0.03372,0.01686
13592,0.0210,31.75,186.93,-220.42,-56.05,0.03369,0.01685
13612,0.0200,31.75,177.44,-224.87,-56.72,0.03362,0.01681
13632,0.0200,31.75,168.19,-229.11,-57.34,0.03356,0.01678
13654,0.0220,31.75,158.73,-233.27,-57.92,0.03357,0.01679
13675,0.0210,42.27,150.07,-236.94,-58.41,0.03355,0.01678
13702,0.0270,42.27,140.23,-240.77,-58.86,0.03378,0.01689
13722,0.0200,42.27,132.26,-244.01,-59.27,0.03371,0.01686
13744,0.0220,42.27,124.03,-247.19,-59.64,0.03373,0.01686
13765,0.0210,57.36,116.75,-249.80,-59.92,0.03370,0.01685
13785,0.0200,57.36,109.91,-252.20,-60.16,0.03363,0.01681
13805,0.0200,57.36,103.26,-254.45,-60.37,0.03356,0.01678
13827,0.0220,57.36,96.30,-256.67,-60.54,0.03358,0.01679
13848,0.0210,66.91,90.09,-258.47,-60.65,0.03356,0.01678
13868,0.0200,66.91,84.31,-260.08,-60.73,0.03349,0.01675
13893,0.0250,66.91,77.42,-261.84,-60.78,0.03364,0.01682
13915,0.0220,66.91,71.48,-263.28,-60.80,0.03366,0.01683
13936,0.0210,75.56,66.27,-264.34,-60.75,0.03363,0.01682
13956,0.0200,75.56,61.46,-265.24,-60.69,0.03357,0.01678
13976,0.0200,75.56,56.79,-266.02,-60.60,0.03350,0.01675
13998,0.0220,75.56,51.75,-266.81,-60.50,0.03352,0.01676
14019,0.0210,106.37,48.15,-266.76,-60.23,0.03350,0.01675
14039,0.0200,106.37,44.93,-266.57,-59.95,0.03344,0.01672
14059,0.0200,106.37,41.82,-266.30,-59.66,0.03338,0.01669
14087,0.0280,106.37,36.76,-266.38,-59.34,0.03366,0.01683
14108,0.0210,168.35,35.77,-264.59,-58.74,0.03364,0.01682
14128,0.0200,168.35,35.09,-262.72,-58.13,0.03357,0.01679
14148,0.0200,168.35,34.47,-260.83,-57.52,0.03351,0.01675
14170,0.0220,168.35,33.40,-259.02,-56.91,0.03353,0.01676
14191,0.0210,182.46,33.12,-256.81,-56.23,0.03351,0.01675
14211,0.0200,182.46,33.14,-254.54,-55.55,0.03345,0.01672
14231,0.0200,182.46,33.20,-252.27,-54.88,0.03339,0.01669
14253,0.0220,182.46,32.81,-250.07,-54.20,0.03341,0.01671
14279,0.0260,178.51,31.40,-248.12,-53.53,0.03361,0.01681
14299,0.0200,178.51,31.53,-245.83,-52.86,0.03355,0.01677
14319,0.0200,178.51,31.69,-243.54,-52.19,0.03348,0.01674
14341,0.0220,178.51,31.42,-241.34,-51.52,0.03351,0.01675
14362,0.0210,193.30,31.93,-238.74,-50.79,0.03349,0.01674
14382,0.0200,193.30,32.70,-236.11,-50.06,0.03343,0.01671
14402,0.0200,193.30,33.48,-233.48,-49.34,0.03337,0.01668
14424,0.0220,193.30,33.84,-230.94,-48.61,0.03340,0.01670
14445,0.0210,203.06,34.80,-228.14,-47.85,0.03338,0.01669
14472,0.0270,203.06,34.48,-225.57,-47.08,0.03362,0.01681
14492,0.0200,203.06,35.77,-222.69,-46.32,0.03356,0.01678
14514,0.0220,203.06,36.64,-219.90,-45.56,0.03358,0.01679
14535,0.0210,223.87,38.45,-216.62,-44.72,0.03356,0.01678
14555,0.0200,223.87,40.47,-213.33,-43.88,0.03350,0.01675
14575,0.0200,223.87,42.47,-210.08,-43.06,0.03344,0.01672
14597,0.0220,223.87,44.06,-206.93,-42.25,0.03346,0.01673
14618,0.0210,274.94,47.57,-202.64,-41.22,0.03345,0.01672
14638,0.0200,274.94,51.24,-198.39,-40.20,0.03339,0.01669
14663,0.0250,274.94,53.94,-194.34,-39.20,0.03354,0.01677
14685,0.0220,274.94,57.21,-190.22,-38.20,0.03357,0.01678
14706,0.0210,288.85,61.12,-185.82,-37.17,0.03355,0.01677
14726,0.0200,288.85,65.14,-181.46,-36.15,0.03348,0.01674
14746,0.0200,288.85,69.11,-177.18,-35.16,0.03342,0.01671
14768,0.0220,288.85,72.68,-173.03,-34.18,0.03345,0.01673
14789,0.0210,289.11,76.40,-168.91,-33.21,0.03344,0.01672
14809,0.0200,289.11,80.22,-164.83,-32.27,0.03338,0.01669
14829,0.0200,289.11,83.99,-160.82,-31.34,0.03332,0.01666
14857,0.0280,289.11,86.52,-157.06,-30.42,0.03361,0.01680
14878,0.0210,285.29,90.00,-153.22,-29.53,0.03359,0.01679
14898,0.0200,285.29,93.58,-149.43,-28.66,0.03352,0.01676
14918,0.0200,285.29,97.10,-145.72,-27.80,0.03346,0.01673
14940,0.0220,285.29,100.30,-142.11,-26.96,0.03349,0.01674
14961,0.0210,307.12,104.33,-138.05,-26.04,0.03347,0.01674
14981,0.0200,307.12,108.43,-134.05,-25.14,0.03341,0.01671
15001,0.0200,307.12,112.47,-130.13,-24.26,0.03336,0.01668
15028,0.0270,307.12,115.60,-126.40,-23.39,0.03360,0.01680
15049,0.0210,363.39,121.35,-121.35,-22.29,0.03358,0.01679
15069,0.0200,363.39,127.11,-116.40,-21.21,0.03351,0.01676
15089,0.0200,363.39,132.76,-111.57,-20.17,0.03345,0.01673
15111,0.0220,363.39,138.11,-106.87,-19.15,0.03348,0.01674
15132,0.0210,448.03,146.31,-100.39,-17.78,0.03346,0.01673
15152,0.0200,448.03,154.44,-94.07,-16.45,0.03341,0.01670
15172,0.0200,448.03,162.41,-87.91,-15.16,0.03335,0.01667
15194,0.0220,448.03,170.07,-81.93,-13.90,0.03338,0.01669
15222,0.0280,572.38,181.39,-73.34,-12.12,0.03366,0.01683
15242,0.0200,572.38,193.11,-64.89,-10.39,0.03360,0.01680
15262,0.0200,572.38,204.57,-56.69,-8.72,0.03354,0.01677
15284,0.0220,572.38,215.71,-48.72,-7.10,0.03356,0.01678
15305,0.0210,645.66,229.14,-39.34,-5.20,0.03354,0.01677
15325,0.0200,645.66,242.32,-30.24,-3.37,0.03348,0.01674
15345,0.0200,645.66,255.22,-21.42,-1.61,0.03342,0.01671
15367,0.0220,645.66,267.82,-12.85,0.11,0.03345,0.01672
15388,0.0210,678.84,281.30,-3.79,1.91,0.03343,0.01672
15413,0.0250,678.84,294.56,5.06,3.65,0.03359,0.01679
15433,0.0200,678.84,307.54,13.62,5.34,0.03352,0.01676
15455,0.0220,678.84,320.29,21.94,6.97,0.03355,0.01677
15476,0.0210,678.75,332.75,29.99,8.54,0.03353,0.01676
15496,0.0200,678.75,344.92,37.77,10.06,0.03347,0.01673
15516,0.0200,678.75,356.80,45.30,11.51,0.03341,0.01670
15538,0.0220,678.75,368.53,52.62,12.92,0.03344,0.01672
15559,0.0210,673.56,379.80,59.58,14.25,0.03342,0.01671
15579,0.0200,673.56,390.75,66.29,15.52,0.03337,0.01668
15606,0.0270,673.56,401.99,72.94,16.76,0.03361,0.01680
15628,0.0220,673.56,412.68,79.29,17.95,0.03363,0.01682
15649,0.0210,669.15,422.91,85.31,19.07,0.03361,0.01680
15669,0.0200,669.15,432.83,91.10,20.14,0.03354,0.01677
15689,0.0200,669.15,442.50,96.67,21.17,0.03348,0.01674
15711,0.0220,669.15,452.16,102.09,22.16,0.03351,0.01675
15732,0.0210,687.49,462.12,107.70,23.18,0.03349,0.01675
15752,0.0200,687.49,471.74,113.08,24.15,0.03343,0.01672
15772,0.0200,687.49,481.13,118.25,25.09,0.03337,0.01669
15799,0.0270,687.49,491.16,123.43,25.98,0.03362,0.01681
15820,0.0210,677.26,499.92,128.04,26.79,0.03360,0.01680
15840,0.0200,677.26,508.35,132.44,27.55,0.03353,0.01677
15860,0.0200,677.26,516.57,136.65,28.28,0.03347,0.01674
15882,0.0220,677.26,524.86,140.75,28.97,0.03350,0.01675
15903,0.0210,685.10,533.09,144.83,29.66,0.03348,0.01674
15923,0.0200,685.10,540.98,148.70,30.31,0.03342,0.01671
15943,0.0200,685.10,548.67,152.41,30.93,0.03336,0.01668
15965,0.0220,685.10,556.47,156.01,31.51,0.03339,0.01670
15993,0.0280,697.46,565.45,159.93,32.11,0.03368,0.01684
16013,0.0200,697.46,572.99,163.42,32.68,0.03361,0.01681
16033,0.0200,697.46,580.33,166.76,33.21,0.03355,0.01677
16055,0.0220,697.46,587.81,170.00,33.71,0.03357,0.01679
16076,0.0210,697.99,594.97,173.06,34.18,0.03355,0.01678
16096,0.0200,697.99,601.77,175.94,34.61,0.03349,0.01674
16116,0.0200,697.99,608.39,178.67,35.02,0.03343,0.01671
16138,0.0220,697.99,615.20,181.33,35.39,0.03346,0.01673
16159,0.0210,490.61,614.72,179.25,34.83,0.03344,0.01672
16184,0.0250,490.61,614.89,177.27,34.27,0.03360,0.01680
16204,0.0200,490.61,614.16,175.13,33.71,0.03353,0.01677
16226,0.0220,490.61,613.74,173.06,33.15,0.03356,0.01678
16247,0.0210,154.69,601.87,163.53,31.12,0.03354,0.01677
16267,0.0200,154.69,590.06,154.22,29.14,0.03348,0.01674
16287,0.0200,154.69,578.50,145.16,27.23,0.03342,0.01671
16309,0.0220,154.69,567.42,136.36,25.36,0.03344,0.01672
16330,0.0210,13.30,551.67,124.63,22.93,0.03343,0.01671
16350,0.0200,13.30,536.12,113.21,20.57,0.03337,0.01669
16377,0.0270,13.30,521.51,102.12,18.25,0.03361,0.01681
16399,0.0220,13.30,506.59,91.20,16.01,0.03364,0.01682
16420,0.0210,4.46,491.56,80.37,13.79,0.03361,0.01681
16440,0.0200,4.46,476.78,69.85,11.64,0.03355,0.01677
16460,0.0200,4.46,462.31,59.63,9.57,0.03349,0.01674
16482,0.0220,4.46,448.24,49.71,7.56,0.03351,0.01676
16503,0.0210,2.64,434.33,40.02,5.60,0.03349,0.01675
16523,0.0200,2.64,420.67,30.61,3.71,0.03343,0.01672
16543,0.0200,2.64,407.31,21.49,1.88,0.03338,0.01669
16565,0.0220,2.64,394.25,12.62,0.12,0.03341,0.01670
16591,0.0260,2.48,381.40,3.94,-1.61,0.03360,0.01680
16611,0.0200,2.48,368.77,-4.47,-3.27,0.03354,0.01677
16631,0.0200,2.48,356.42,-12.61,-4.88,0.03348,0.01674
16653,0.0220,2.48,344.29,-20.52,-6.43,0.03350,0.01675
16674,0.0210,2.72,332.43,-28.18,-7.92,0.03349,0.01674
16694,0.0200,2.72,320.86,-35.58,-9.36,0.03343,0.01671
16714,0.0200,2.72,309.56,-42.74,-10.74,0.03337,0.01669
16736,0.0220,2.72,298.40,-49.70,-12.08,0.03340,0.01670
16757,0.0210,2.97,287.52,-56.42,-13.36,0.03339,0.01669
16784,0.0270,2.97,276.48,-63.06,-14.61,0.03363,0.01681
16804,0.0200,2.97,266.08,-69.37,-15.80,0.03356,0.01678
16826,0.0220,2.97,255.76,-75.51,-16.95,0.03359,0.01679
16847,0.0210,3.72,245.77,-81.40,-18.05,0.03357,0.01678
16867,0.0200,3.72,236.08,-87.07,-19.11,0.03350,0.01675
16887,0.0200,3.72,226.62,-92.53,-20.12,0.03344,0.01672
16909,0.0220,3.72,217.19,-97.84,-21.08,0.03347,0.01674
16930,0.0210,2.97,208.03,-102.96,-22.01,0.03345,0.01673
16950,0.0200,2.97,199.19,-107.86,-22.90,0.03340,0.01670
16975,0.0250,2.97,189.99,-112.71,-23.75,0.03355,0.01678
16997,0.0220,2.97,181.31,-117.32,-24.56,0.03358,0.01679
17018,0.0210,3.80,172.97,-121.70,-25.33,0.03356,0.01678
17038,0.0200,3.80,164.94,-125.89,-26.06,0.03349,0.01675
17058,0.0200,3.80,157.12,-129.90,-26.75,0.03343,0.01672
