Time [s],Time Change [s],Baro_P [m],Kalman_P [m],Kalman_V [m/s],Kalman_A [m/s^2],Kalman_Gain_P,Kalman_Uncertainty_P
20192,0.0520,2.14,22.18,-108.57,-17.89,0.06320,0.00178
20243,0.0510,0.41,15.59,-110.11,-18.10,0.06317,0.00178
20293,0.0500,0.41,9.46,-111.38,-18.23,0.06306,0.00178
20343,0.0500,0.41,3.65,-112.43,-18.27,0.06296,0.00178
20395,0.0520,0.41,-2.06,-113.27,-18.24,0.06302,0.00178
20446,0.0510,570.45,28.58,-92.01,-10.70,0.06300,0.00178
20503,0.0570,570.45,58.02,-71.48,-3.52,0.06344,0.00179
20553,0.0500,570.45,87.11,-51.76,3.24,0.06331,0.00179
20605,0.0520,570.45,115.22,-32.84,9.61,0.06335,0.00179
20656,0.0510,765.73,154.84,-7.20,18.15,0.06331,0.00179
20706,0.0500,765.73,193.13,17.23,26.14,0.06320,0.00178
20756,0.0500,765.73,230.10,40.50,33.60,0.06309,0.00178
20808,0.0520,765.73,265.93,62.76,40.56,0.06314,0.00178
20859,0.0510,772.55,300.95,84.18,47.13,0.06311,0.00178
20909,0.0500,772.55,334.67,104.47,53.22,0.06301,0.00178
20964,0.0550,772.55,367.84,124.05,58.88,0.06329,0.00178
21016,0.0520,772.55,399.59,142.47,64.10,0.06333,0.00179
21067,0.0510,807.05,432.26,161.16,69.33,0.06329,0.00178
21117,0.0500,807.05,463.57,178.73,74.13,0.06318,0.00178
21167,0.0500,807.05,493.69,195.29,78.49,0.06307,0.00178
21219,0.0520,807.05,523.09,211.02,82.45,0.06313,0.00178
21270,0.0510,0.08,500.27,194.71,75.48,0.06310,0.00178
21320,0.0500,0.08,477.97,178.91,68.83,0.06300,0.00178
21370,0.0500,0.08,456.37,163.70,62.49,0.06291,0.00177
21428,0.0580,0.08,436.42,149.33,56.38,0.06342,0.00179
21479,0.0510,-0.08,415.96,135.06,50.56,0.06337,0.00179
21529,0.0500,-0.08,396.03,121.30,45.03,0.06326,0.00178
21579,0.0500,-0.08,376.75,108.08,39.77,0.06315,0.00178
21631,0.0520,-0.08,358.26,95.43,34.77,0.06319,0.00178
21682,0.0510,28.96,342.06,84.35,30.41,0.06316,0.00178
21732,0.0500,28.96,326.30,73.68,26.27,0.06306,0.00178
21782,0.0500,28.96,311.06,63.45,22.35,0.06296,0.00178
21834,0.0520,28.96,296.41,53.66,18.63,0.06302,0.00178
21885,0.0510,731.90,326.43,71.21,24.27,0.06300,0.00178
21940,0.0550,731.90,355.79,88.02,29.52,0.06328,0.00178
21990,0.0500,731.90,383.71,103.80,34.38,0.06317,0.00178
22042,0.0520,731.90,410.82,118.78,38.86,0.06322,0.00178
22093,0.0510,785.40,440.21,134.95,43.68,0.06319,0.00178
22143,0.0500,785.40,468.36,150.13,48.10,0.06308,0.00178
22193,0.0500,785.40,495.42,164.41,52.13,0.06298,0.00178
22245,0.0520,785.40,521.77,177.92,55.80,0.06304,0.00178
22296,0.0510,771.66,546.09,190.01,58.94,0.06302,0.00178
22346,0.0500,771.66,569.26,201.23,61.75,0.06293,0.00177
22403,0.0570,771.66,592.92,212.12,64.25,0.06336,0.00179
22455,0.0520,771.66,614.66,221.93,66.45,0.06340,0.00179
22506,0.0510,6.66,586.83,201.42,58.33,0.06335,0.00179
22556,0.0500,6.66,559.64,181.60,50.61,0.06324,0.00178
22606,0.0500,6.66,533.30,162.52,43.27,0.06313,0.00178
22658,0.0520,6.66,508.00,144.18,36.28,0.06318,0.00178
22709,0.0510,0.25,482.87,126.22,29.55,0.06315,0.00178
22759,0.0500,0.25,458.39,108.92,23.17,0.06305,0.00178
22809,0.0500,0.25,434.68,92.30,17.13,0.06295,0.00178
22866,0.0570,0.25,412.10,76.30,11.37,0.06338,0.00179
22917,0.0510,552.58,424.65,82.15,13.16,0.06334,0.00179
22967,0.0500,552.58,436.61,87.57,14.78,0.06323,0.00178
23017,0.0500,552.58,448.04,92.60,16.23,0.06312,0.00178
23069,0.0520,552.58,459.18,97.28,17.53,0.06317,0.00178
23120,0.0510,859.52,489.13,113.38,22.70,0.06314,0.00178
23170,0.0500,859.52,517.81,128.51,27.45,0.06304,0.00178
23220,0.0500,859.52,545.37,142.74,31.82,0.06294,0.00177
23272,0.0520,859.52,572.16,156.16,35.82,0.06300,0.00178
23330,0.0580,788.23,594.42,166.25,38.53,0.06351,0.00179
23380,0.0500,788.23,614.54,175.33,40.97,0.06338,0.00179
23430,0.0500,788.23,633.78,183.73,43.12,0.06326,0.00178
23482,0.0520,788.23,652.56,191.56,45.02,0.06330,0.00179
23533,0.0510,0.41,620.51,168.35,36.36,0.06326,0.00178
23583,0.0500,0.41,589.28,145.99,28.15,0.06315,0.00178
23633,0.0500,0.41,559.02,124.51,20.38,0.06305,0.00178
23685,0.0520,0.41,529.86,103.85,13.00,0.06310,0.00178
23736,0.0510,0.33,501.44,83.97,6.02,0.06308,0.00178
23791,0.0550,0.33,474.03,64.79,-0.61,0.06335,0.00179
23841,0.0500,0.33,447.11,46.39,-6.84,0.06324,0.00178
23893,0.0520,0.33,421.08,28.72,-12.72,0.06328,0.00178
23944,0.0510,154.22,405.56,17.74,-16.23,0.06324,0.00178
23994,0.0500,154.22,390.51,7.23,-19.52,0.06313,0.00178
24044,0.0500,154.22,375.93,-2.82,-22.61,0.06303,0.00178
24096,0.0520,154.22,361.78,-12.51,-25.50,0.06308,0.00178
24147,0.0510,167.32,348.89,-21.25,-28.03,0.06306,0.00178
24197,0.0500,167.32,336.42,-29.58,-30.38,0.06296,0.00178
24254,0.0570,167.32,324.08,-37.77,-32.57,0.06340,0.00179
24306,0.0520,167.32,312.25,-45.44,-34.60,0.06343,0.00179
24357,0.0510,163.81,300.63,-52.84,-36.52,0.06338,0.00179
24407,0.0500,163.81,289.46,-59.84,-38.27,0.06326,0.00178
24457,0.0500,163.81,278.68,-66.46,-39.87,0.06315,0.00178
24509,0.0520,163.81,268.13,-72.82,-41.33,0.06320,0.00178
24560,0.0510,33.74,249.79,-83.80,-44.34,0.06317,0.00178
24610,0.0500,33.74,232.19,-94.15,-47.10,0.06306,0.00178
24660,0.0500,33.74,215.23,-103.93,-49.62,0.06296,0.00178
24717,0.0570,33.74,198.10,-113.54,-51.92,0.06340,0.00179
24768,0.0510,-1.23,179.99,-123.65,-54.46,0.06335,0.00179
24818,0.0500,-1.23,162.67,-133.11,-56.75,0.06324,0.00178
24868,0.0500,-1.23,146.02,-141.99,-58.80,0.06313,0.00178
24920,0.0520,-1.23,129.73,-150.42,-60.63,0.06317,0.00178
24971,0.0510,-0.16,114.26,-158.21,-62.22,0.06314,0.00178
25021,0.0500,-0.16,99.57,-165.41,-63.61,0.06304,0.00178
25071,0.0500,-0.16,85.46,-172.09,-64.80,0.06295,0.00178
25123,0.0520,-0.16,71.60,-178.40,-65.80,0.06301,0.00178
25185,0.0620,10.77,57.25,-184.41,-66.45,0.06381,0.00180
25235,0.0500,10.77,45.58,-189.17,-66.94,0.06367,0.00180
25285,0.0500,10.77,34.43,-193.50,-67.27,0.06353,0.00179
25337,0.0520,10.77,23.42,-197.52,-67.45,0.06355,0.00179
25388,0.0510,13.07,13.24,-200.97,-67.45,0.06349,0.00179
25438,0.0500,13.07,3.74,-203.95,-67.32,0.06336,0.00179
25488,0.0500,13.07,-5.30,-206.57,-67.07,0.06325,0.00178
25540,0.0520,13.07,-14.28,-208.93,-66.68,0.06328,0.00178
25591,0.0510,18.42,-22.28,-210.66,-66.12,0.06325,0.00178
25646,0.0550,18.42,-30.64,-212.27,-65.43,0.06351,0.00179
25696,0.0500,18.42,-37.54,-213.23,-64.65,0.06338,0.00179
25748,0.0520,18.42,-44.46,-214.00,-63.77,0.06341,0.00179
25799,0.0510,0.08,-51.94,-215.11,-63.04,0.06336,0.00179
25849,0.0500,0.08,-58.80,-215.85,-62.22,0.06324,0.00178
25899,0.0500,0.08,-65.27,-216.28,-61.31,0.06313,0.00178
25951,0.0520,0.08,-71.75,-216.52,-60.31,0.06318,0.00178
26002,0.0510,96.58,-71.54,-212.69,-57.97,0.06315,0.00178
26052,0.0500,96.58,-70.97,-208.73,-55.64,0.06304,0.00178
26109,0.0570,96.58,-71.57,-204.96,-53.28,0.06347,0.00179
26161,0.0520,96.58,-70.94,-200.82,-50.93,0.06349,0.00179
26212,0.0510,56.36,-72.52,-198.11,-49.13,0.06344,0.00179
26262,0.0500,56.36,-73.69,-195.21,-47.31,0.06332,0.00179
26312,0.0500,56.36,-74.67,-192.20,-45.49,0.06320,0.00178
26364,0.0520,56.36,-75.81,-189.13,-43.64,0.06324,0.00178
26415,0.0510,0.74,-80.06,-188.04,-42.52,0.06321,0.00178
26465,0.0500,0.74,-83.82,-186.70,-41.34,0.06310,0.00178
26515,0.0500,0.74,-87.29,-185.16,-40.12,0.06300,0.00178
26572,0.0570,0.74,-91.65,-183.64,-38.82,0.06343,0.00179
26623,0.0510,8.47,-94.12,-181.40,-37.39,0.06338,0.00179
26673,0.0500,8.47,-96.17,-178.96,-35.93,0.06326,0.00178
26723,0.0500,8.47,-97.99,-176.39,-34.44,0.06315,0.00178
26775,0.0520,8.47,-99.90,-173.73,-32.93,0.06319,0.00178
26826,0.0510,0.25,-101.92,-171.22,-31.51,0.06316,0.00178
26876,0.0500,0.25,-103.53,-168.54,-30.07,0.06305,0.00178
26926,0.0500,0.25,-104.93,-165.74,-28.61,0.06296,0.00178
26978,0.0520,0.25,-106.41,-162.86,-27.12,0.06302,0.00178
27036,0.0580,3.62,-108.31,-159.81,-25.55,0.06352,0.00179
27086,0.0500,3.62,-108.73,-156.46,-23.98,0.06339,0.00179
27136,0.0500,3.62,-108.98,-153.03,-22.41,0.06327,0.00178
27188,0.0520,3.62,-109.33,-149.55,-20.83,0.06331,0.00179
27239,0.0510,8.38,-109.06,-145.78,-19.19,0.06327,0.00178
27289,0.0500,8.38,-108.49,-141.94,-17.56,0.06316,0.00178
27339,0.0500,8.38,-107.79,-138.06,-15.94,0.06305,0.00178
27391,0.0520,8.38,-107.20,-134.15,-14.33,0.06311,0.00178
27442,0.0510,10.85,-106.18,-130.08,-12.70,0.06308,0.00178
27497,0.0550,10.85,-105.49,-125.99,-11.08,0.06336,0.00179
27547,0.0500,10.85,-104.05,-121.82,-9.47,0.06324,0.00178
27599,0.0520,10.85,-102.72,-117.64,-7.89,0.06328,0.00178
27650,0.0510,2.14,-101.72,-113.77,-6.44,0.06324,0.00178
27700,0.0500,2.14,-100.50,-109.88,-5.01,0.06313,0.00178
27750,0.0500,2.14,-99.18,-105.98,-3.60,0.06303,0.00178
27802,0.0520,2.14,-97.96,-102.06,-2.20,0.06309,0.00178
27853,0.0510,9.04,-96.09,-97.87,-0.74,0.06306,0.00178
27910,0.0570,9.04,-94.64,-93.63,0.72,0.06349,0.00179
27960,0.0500,9.04,-92.46,-89.41,2.14,0.06336,0.00179
28012,0.0520,9.04,-90.37,-85.20,3.53,0.06340,0.00179
28063,0.0510,6.41,-88.31,-81.12,4.85,0.06335,0.00179
28113,0.0500,6.41,-86.11,-77.07,6.14,0.06323,0.00178
28163,0.0500,6.41,-83.87,-73.06,7.40,0.06313,0.00178
28215,0.0520,6.41,-81.72,-69.06,8.63,0.06317,0.00178
28266,0.0510,0.33,-79.83,-65.33,9.75,0.06314,0.00178
28316,0.0500,0.33,-77.82,-61.64,10.83,0.06304,0.00178
28366,0.0500,0.33,-75.78,-57.98,11.89,0.06295,0.00178
28423,0.0570,0.33,-74.03,-54.24,12.93,0.06338,0.00179
28474,0.0510,15.21,-70.96,-50.03,14.14,0.06334,0.00179
28524,0.0500,15.21,-67.84,-45.91,15.30,0.06322,0.00178
28574,0.0500,15.21,-64.73,-41.87,16.41,0.06311,0.00178
28626,0.0520,15.21,-61.70,-37.86,17.48,0.06316,0.00178
28677,0.0510,5.51,-59.24,-34.31,18.39,0.06313,0.00178
28727,0.0500,5.51,-56.75,-30.84,19.25,0.06303,0.00178
28777,0.0500,5.51,-54.25,-27.43,20.08,0.06294,0.00177
28829,0.0520,5.51,-51.80,-24.04,20.88,0.06300,0.00178
28887,0.0580,0.58,-49.74,-20.75,21.58,0.06351,0.00179
28937,0.0500,0.58,-47.50,-17.69,22.26,0.06338,0.00179
28987,0.0500,0.58,-45.26,-14.69,22.90,0.06326,0.00178
29039,0.0520,0.58,-43.05,-11.71,23.51,0.06330,0.00179
29090,0.0510,6.00,-40.48,-8.60,24.16,0.06326,0.00178
29140,0.0500,6.00,-37.91,-5.59,24.77,0.06315,0.00178
29190,0.0500,6.00,-35.38,-2.65,25.34,0.06305,0.00178
29242,0.0520,6.00,-32.86,0.26,25.89,0.06310,0.00178
29293,0.0510,3.37,-30.54,2.97,26.36,0.06308,0.00178
29343,0.0500,3.37,-28.23,5.58,26.80,0.06298,0.00178
29398,0.0550,3.37,-25.90,8.26,27.21,0.06326,0.00178
29450,0.0520,3.37,-23.61,10.79,27.58,0.06330,0.00179
29501,0.0510,2.71,-21.40,13.19,27.92,0.06326,0.00178
29551,0.0500,2.71,-19.23,15.48,28.23,0.06315,0.00178
29601,0.0500,2.71,-17.09,17.70,28.50,0.06305,0.00178
29653,0.0520,2.71,-14.94,19.91,28.75,0.06311,0.00178
29704,0.0510,2.22,-12.87,22.00,28.96,0.06308,0.00178
29754,0.0500,2.22,-10.85,23.98,29.14,0.06298,0.00178
29804,0.0500,2.22,-8.87,25.89,29.29,0.06289,0.00177
29862,0.0580,2.22,-6.72,27.96,29.42,0.06341,0.00179
29913,0.0510,1.56,-4.82,29.72,29.51,0.06336,0.00179
29963,0.0500,1.56,-2.99,31.38,29.57,0.06324,0.00178
30013,0.0500,1.56,-1.20,32.98,29.61,0.06314,0.00178
